step,loss,m1,m2,L1,L2
74,0.009033938015581966,1.4547244045796317,1.4288823777686777,1.0293099511388752,1.1273070377342285
75,0.008700307428254521,1.4544113523971631,1.4292043072019722,1.0283737671794466,1.1241546177495256
76,0.008283356941250203,1.4541066900738968,1.4295173632119107,1.027926206264361,1.1209992421483244
77,0.007797934020131675,1.4538098053571742,1.4298221925168801,1.0279120378573383,1.1178469022197923
78,0.0072985224873061355,1.453520277190741,1.430119245467375,1.028227268764714,1.1147119631678208
79,0.006847860147527793,1.453238094158696,1.430408554371473,1.0287349939283255,1.1116153026697944
80,0.006485589736253823,1.4529637822162071,1.4306896043434867,1.0292845057019455,1.1085816461187348
81,0.0062116463925971505,1.4526983580486914,1.4309613814371374,1.0297313249755307,1.1056362358802265
82,0.005990895147885734,1.452443089528136,1.4312226165139985,1.0299556484477759,1.1028011821357522
83,0.005774635177560298,1.4521991248007817,1.4314721620247353,1.029876816248309,1.1000920531512712
84,0.0055264221254025525,1.4519671098630238,1.431709379888964,1.0294618681126702,1.097515358950278
85,0.005238462426560402,1.451746922860256,1.4319344104538303,1.0287270779281115,1.0950674821553918
86,0.004931080312437326,1.451537607852134,1.4321482388957967,1.0277324310560787,1.0927353145292953
87,0.004637610965477916,1.4513375149129035,1.4323525524555538,1.0265701329052423,1.0904984627009835
88,0.004384673522456478,1.4511445846748885,1.4325494515258625,1.025349166831905,1.0883325360906606
89,0.004178994438310737,1.4509566834262553,1.432741109877144,1.0241784538498733,1.0862128428333755
90,0.004006849085009136,1.4507719058689634,1.4329294680066387,1.0231512167450376,1.0841178317147826
91,0.0038445018743648515,1.450588799853601,1.4331160058032968,1.0223327590266649,1.0820317791171041
92,0.0036723750724069193,1.45040650493936,1.4333016026776217,1.0217531725540216,1.0799464357894304
93,0.003484779257296041,1.4502248157505078,1.4334864739511377,1.0214056553548359,1.077861538208062
94,0.0032906092873625217,1.4500441788723486,1.4336701745704292,1.0212502954366458,1.0757842204878336
95,0.003105910665213151,1.449865619397858,1.433851673991956,1.021222449278091,1.0737274498018912
96,0.0029435237050999445,1.4496905861842526,1.4340295131987668,1.021244267250791,1.071707687046086
97,0.0028059876262019807,1.4495207143671802,1.4342020451962312,1.0212375310963038,1.0697420697078337
98,0.002685331246246753,1.4493575292060314,1.434367734539378,1.021135814853725,1.0678455169929637
99,0.0025690083058044874,1.4492021448827554,1.4345254616400995,1.0208941057490388,1.0660282261548397
100,0.002447713950058131,1.4490550284462476,1.4346747609615775,1.020494445706038,1.0642940105804113
101,0.002320187246485655,1.4489158906672757,1.4348159308242447,1.0199468392972024,1.0626397946853543
102,0.002192520410650899,1.4487837327815711,1.4349499857247014,1.0192855080629253,1.0610563470725611
103,0.002073168416276782,1.4486570344163003,1.4350784661781928,1.0185613859139637,1.0595300681897275
104,0.0019673273275019228,1.4485340318962951,1.4352031574886461,1.0178323701516838,1.0580454355520632
105,0.0018742050692284956,1.448413020557192,1.4353257844949254,1.0171531419806827,1.0565876087430797
106,0.0017883957321013525,1.4482926209335918,1.4354477429790267,1.0165663112367782,1.055144719770139
107,0.0017038589576282063,1.4481719681156457,1.4355699087748388,1.0160962725234943,1.0537094896512675
108,0.0016176408442843092,1.4480508048174816,1.4356925441486503,1.0157465913772938,1.052279968645507
109,0.0015310776388537991,1.447929474648335,1.4358153049181643,1.0155010926324728,1.050859353601301
110,0.0014481235029881992,1.447808822338946,1.4359373414166465,1.0153282072078562,1.0494549716168324
111,0.001372287842037632,1.4476900162072426,1.436057477803664,1.0151876306730923,1.0480766317108596
112,0.0013043303547870984,1.447574318505692,1.4361744437926085,1.0150380170765096,1.0467346353677232
113,0.0012420809109748552,1.4474628409718961,1.4362871211238015,1.0148443165375722,1.0454377936624069
114,0.0011821938583779828,1.4473563310105495,1.4363947589907065,1.014583485564434,1.0441918048033476
115,0.001122409165136808,1.447255032295307,1.4364971143334084,1.0142476424332152,1.0429982846297694
116,0.001062755940248634,1.4471586492040416,1.4365944874388947,1.0138442497164761,1.041854614011063
117,0.0010050601012789114,1.4470664203480317,1.436687647635512,1.0133934832819171,1.0407545964517433
118,0.0009513469486464928,1.4469772804716206,1.436777670030455,1.0129234707996557,1.03968975082762
119,0.0009023818119525397,1.446890071007179,1.4368657233376665,1.0124644431502796,1.0386509436175377
120,0.0008573036827958932,1.4468037528133226,1.4369528556140907,1.0120429721685027,1.0376300201053585
