epoch,loss,ipr
50,0.7010176036840597,0.10858724245468881
100,0.6784645882843267,0.14587155991481476
150,0.6678625754871845,0.20691699832293806
200,0.6621191319310643,0.08060540565752992
250,0.6586502875817236,0.12606654207391751
300,0.6564305181963648,0.09508555877568457
350,0.6548385215647323,0.10204645711970033
400,0.653619242723473,0.12765242817573555
450,0.6525790204435957,0.13686841557263615
500,0.6516274982983792,0.14062009618610566
